,LoanID,Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
207005,FIKX4I5AUV,53.0,37474.0,158190.0,428.0,49.0,1.0,24.11,36.0,0.5,Master's,Full-time,Married,Yes,No,Education,Yes,1.0
207014,3SAI2LW1ZB,46.0,18214.0,104270.0,679.0,11.0,1.0,20.57,36.0,0.2,Bachelor's,Full-time,Single,No,No,Auto,No,1.0
207029,HM4W71EI92,46.0,44233.0,197114.0,687.0,77.0,4.0,9.55,36.0,0.85,PhD,Unemployed,Divorced,No,No,Auto,No,1.0
207033,XJ65O4K4OU,18.0,130009.0,15955.0,765.0,9.0,1.0,18.35,12.0,0.43,High School,Self-employed,Divorced,Yes,No,Auto,Yes,1.0
207044,JTW4P8YYJU,68.0,33224.0,186090.0,314.0,8.0,2.0,23.79,48.0,0.26,PhD,Part-time,Divorced,Yes,Yes,Auto,No,1.0
207045,X9O6NSE0SM,43.0,88535.0,202900.0,773.0,63.0,2.0,21.86,24.0,0.38,High School,Full-time,Married,No,Yes,Auto,No,1.0
207047,63A46VVTOL,68.0,145993.0,106218.0,544.0,11.0,1.0,21.98,12.0,0.28,Bachelor's,Unemployed,Single,Yes,No,Other,No,1.0
207048,G675B7KHNQ,26.0,34883.0,196875.0,335.0,95.0,2.0,16.62,60.0,0.65,High School,Part-time,Divorced,Yes,Yes,Business,No,1.0
207050,TZUNYMQG7C,33.0,29107.0,111766.0,398.0,30.0,4.0,9.7,24.0,0.18,High School,Unemployed,Married,No,Yes,Business,Yes,1.0
207054,0IMIE8EN4W,43.0,81508.0,197800.0,313.0,14.0,3.0,23.3,36.0,0.72,High School,Unemployed,Divorced,Yes,Yes,Business,No,1.0
207065,GJT2EWVPW8,20.0,130050.0,237343.0,480.0,34.0,4.0,9.55,12.0,0.29,PhD,Full-time,Divorced,No,Yes,Auto,No,1.0
207068,KXH4WRJXT1,48.0,17053.0,194576.0,697.0,62.0,3.0,2.95,12.0,0.73,Bachelor's,Full-time,Married,No,No,Business,No,1.0
207069,0DC2F455CM,39.0,116912.0,94160.0,697.0,32.0,2.0,7.78,48.0,0.33,Master's,Self-employed,Married,No,No,Auto,No,1.0
207070,BD5Y3FPSSY,39.0,39440.0,190030.0,584.0,63.0,1.0,16.15,24.0,0.25,PhD,Unemployed,Single,No,No,Other,Yes,1.0
207084,Z9RW0REFGX,65.0,79442.0,12973.0,606.0,28.0,1.0,16.48,60.0,0.35,Master's,Full-time,Single,Yes,Yes,Home,No,1.0
207087,YZ64UZNK3U,19.0,49736.0,196766.0,580.0,103.0,1.0,16.54,24.0,0.11,High School,Part-time,Married,Yes,Yes,Auto,Yes,1.0
207098,9OJF7B071S,25.0,47653.0,248544.0,490.0,48.0,4.0,13.6,60.0,0.1,PhD,Self-employed,Married,No,Yes,Education,Yes,1.0
207103,QTN4CR0PZ0,34.0,134620.0,45427.0,316.0,66.0,4.0,4.05,24.0,0.78,High School,Full-time,Married,Yes,No,Home,Yes,1.0
207106,RRT25UA8JX,29.0,17168.0,160532.0,726.0,56.0,1.0,4.29,12.0,0.3,Master's,Full-time,Married,No,No,Education,No,1.0
207111,WCUYO080HI,20.0,71875.0,237107.0,738.0,9.0,2.0,7.03,12.0,0.56,Bachelor's,Self-employed,Single,No,No,Other,No,1.0
207116,NY135PTJS8,33.0,100379.0,14368.0,356.0,70.0,4.0,23.55,36.0,0.8,High School,Self-employed,Single,No,Yes,Home,No,1.0
207118,YCPN84IXHU,37.0,56288.0,174726.0,489.0,6.0,1.0,20.68,48.0,0.23,Master's,Unemployed,Single,Yes,Yes,Business,Yes,1.0
207132,XJIYAFDDQS,57.0,28026.0,65624.0,827.0,16.0,4.0,16.55,36.0,0.41,Bachelor's,Part-time,Divorced,Yes,No,Education,No,1.0
207161,H93ITEG551,42.0,147328.0,246184.0,546.0,65.0,1.0,19.68,36.0,0.49,PhD,Part-time,Married,Yes,Yes,Home,No,1.0
207165,IZ6T8HVRDF,59.0,113254.0,151276.0,449.0,1.0,2.0,14.44,36.0,0.55,High School,Self-employed,Single,No,Yes,Education,Yes,1.0
207171,P0U2AHUM5Z,26.0,18650.0,102214.0,717.0,1.0,2.0,17.69,36.0,0.33,PhD,Part-time,Single,Yes,Yes,Auto,No,1.0
207176,IMQ5BW7TWY,64.0,113548.0,191286.0,589.0,99.0,4.0,11.71,36.0,0.81,PhD,Unemployed,Single,Yes,Yes,Education,No,1.0
207186,ZWFI9GETG0,54.0,58351.0,35334.0,772.0,58.0,4.0,24.42,12.0,0.47,Master's,Part-time,Married,No,No,Home,No,1.0
207188,RB1QTFM0F9,36.0,37108.0,111990.0,467.0,20.0,4.0,3.18,60.0,0.14,PhD,Full-time,Divorced,No,Yes,Home,Yes,1.0
207195,AWW3X7MR6V,20.0,37016.0,89701.0,739.0,54.0,2.0,23.89,60.0,0.67,PhD,Full-time,Married,No,No,Auto,Yes,1.0
207211,Q41EOXZA7B,54.0,47121.0,225946.0,347.0,87.0,2.0,21.82,60.0,0.29,High School,Unemployed,Married,No,Yes,Auto,Yes,1.0
207226,BOH57OELMN,32.0,130664.0,77585.0,532.0,17.0,3.0,21.7,12.0,0.22,High School,Part-time,Divorced,No,Yes,Home,No,1.0
207228,KMLDB38GM7,23.0,84234.0,186454.0,749.0,78.0,4.0,23.64,12.0,0.13,PhD,Full-time,Divorced,No,Yes,Home,No,1.0
207237,G0FYMD6F6G,49.0,90178.0,175379.0,692.0,40.0,4.0,7.47,36.0,0.79,Bachelor's,Full-time,Divorced,No,No,Education,No,1.0
207239,BXYZEHLDNK,63.0,89938.0,45417.0,441.0,32.0,2.0,8.95,48.0,0.55,Bachelor's,Unemployed,Divorced,No,Yes,Education,Yes,1.0
207264,NBLNNRT0JQ,66.0,111665.0,185094.0,689.0,69.0,2.0,3.66,12.0,0.29,Bachelor's,Part-time,Married,Yes,No,Home,No,1.0
207267,XV0KBV1J3X,26.0,62964.0,221531.0,684.0,69.0,4.0,6.58,60.0,0.46,High School,Part-time,Married,Yes,No,Auto,No,1.0
207279,68A565CK63,36.0,48626.0,20994.0,619.0,17.0,3.0,17.2,60.0,0.36,PhD,Self-employed,Single,Yes,No,Business,Yes,1.0
207297,CBXZP5D4GO,28.0,16315.0,137960.0,437.0,7.0,3.0,23.01,60.0,0.55,High School,Self-employed,Divorced,No,No,Auto,No,1.0
207298,90P0O9RGUF,45.0,82054.0,85907.0,321.0,40.0,2.0,14.31,36.0,0.43,Master's,Unemployed,Married,No,No,Education,No,1.0
207307,HBNHVA8420,61.0,79037.0,236808.0,816.0,119.0,3.0,11.13,36.0,0.56,High School,Part-time,Married,Yes,No,Other,No,1.0
207310,8IYYH2PVLK,67.0,127556.0,161268.0,399.0,26.0,1.0,24.33,60.0,0.74,Master's,Unemployed,Single,No,No,Education,Yes,1.0
207318,K4L00JQQNA,36.0,23165.0,108896.0,507.0,11.0,3.0,7.65,12.0,0.29,High School,Full-time,Single,No,No,Auto,No,1.0
207319,0DBI5RY0RP,44.0,29569.0,72474.0,612.0,75.0,4.0,4.27,12.0,0.82,High School,Unemployed,Divorced,Yes,No,Home,Yes,1.0
207325,61KHCGBBWT,36.0,114392.0,130449.0,486.0,59.0,2.0,10.58,24.0,0.68,PhD,Unemployed,Divorced,Yes,Yes,Other,Yes,1.0
207326,H44TAVP4X5,18.0,21882.0,206585.0,617.0,26.0,1.0,18.06,60.0,0.51,High School,Unemployed,Single,Yes,Yes,Home,Yes,1.0
207328,SCPNSEWYOD,31.0,103994.0,242663.0,472.0,31.0,1.0,23.28,24.0,0.85,Master's,Part-time,Married,No,No,Other,Yes,1.0
207335,WV8RVSD4JA,23.0,82131.0,158650.0,759.0,13.0,3.0,22.53,36.0,0.52,Master's,Unemployed,Divorced,Yes,No,Business,No,1.0
207351,GOS3IL9YSZ,38.0,100808.0,210892.0,828.0,7.0,3.0,24.01,12.0,0.17,Master's,Self-employed,Single,No,No,Other,No,1.0
207359,4799QVJ4BE,40.0,82932.0,232417.0,442.0,24.0,4.0,4.48,12.0,0.86,High School,Part-time,Single,No,No,Business,No,1.0
207363,E70LKNOMKT,54.0,128612.0,86488.0,470.0,19.0,1.0,14.91,36.0,0.13,High School,Unemployed,Married,No,Yes,Business,No,1.0
207369,EWIKW0Y6QX,67.0,122649.0,166856.0,841.0,51.0,2.0,22.89,60.0,0.41,Master's,Self-employed,Married,No,No,Auto,Yes,1.0
207374,CMKY6HAICD,63.0,125993.0,219775.0,735.0,104.0,1.0,4.39,48.0,0.57,PhD,Self-employed,Married,No,Yes,Business,No,1.0
207377,E32C5JAGCS,30.0,18550.0,135530.0,625.0,65.0,3.0,18.56,48.0,0.38,High School,Full-time,Divorced,Yes,No,Other,No,1.0
207380,QHRSP724I9,41.0,18317.0,183537.0,792.0,110.0,1.0,3.88,48.0,0.79,Bachelor's,Full-time,Single,No,Yes,Business,No,1.0
207392,NSEW6W89JV,24.0,17725.0,128248.0,783.0,17.0,2.0,24.13,48.0,0.26,High School,Unemployed,Married,Yes,No,Home,No,1.0
207395,J941BDC09N,29.0,23508.0,129964.0,456.0,58.0,3.0,3.84,48.0,0.51,Master's,Unemployed,Married,No,No,Home,Yes,1.0
207401,X2CLGAUCTU,38.0,70961.0,18917.0,705.0,40.0,4.0,3.31,60.0,0.34,Master's,Full-time,Single,No,No,Other,Yes,1.0
207410,KDQEDGD1HD,43.0,147263.0,125460.0,412.0,76.0,3.0,15.06,36.0,0.21,Bachelor's,Full-time,Married,Yes,No,Education,No,1.0
207418,YYI9U6OLUK,26.0,104778.0,73596.0,558.0,20.0,3.0,17.37,24.0,0.11,Bachelor's,Part-time,Married,Yes,No,Other,Yes,1.0
207421,3IC06HAQL4,22.0,15346.0,244352.0,740.0,101.0,1.0,14.85,36.0,0.25,High School,Unemployed,Divorced,Yes,No,Other,No,1.0
207428,P33EFEBZ2X,18.0,124996.0,160674.0,423.0,7.0,2.0,9.55,48.0,0.69,PhD,Part-time,Divorced,Yes,Yes,Education,Yes,1.0
207446,LUMACRI2CN,55.0,90852.0,173100.0,458.0,76.0,4.0,8.94,36.0,0.5,PhD,Unemployed,Single,No,No,Business,Yes,1.0
207449,XMD16TQ352,24.0,60308.0,85523.0,831.0,24.0,4.0,21.65,48.0,0.37,Bachelor's,Unemployed,Divorced,No,Yes,Other,No,1.0
207470,YRKJ587EGM,46.0,28314.0,245926.0,575.0,97.0,2.0,22.99,48.0,0.25,High School,Self-employed,Single,Yes,Yes,Home,Yes,1.0
207473,JED5HWT2IX,33.0,17098.0,201373.0,452.0,68.0,3.0,23.24,36.0,0.57,Bachelor's,Unemployed,Single,No,No,Auto,Yes,1.0
207491,6SQZ950O2Z,27.0,28654.0,183274.0,491.0,103.0,1.0,14.48,60.0,0.78,Bachelor's,Part-time,Married,Yes,Yes,Education,Yes,1.0
207494,JT0FFTE0U7,52.0,141844.0,200361.0,773.0,71.0,4.0,14.16,24.0,0.26,High School,Part-time,Divorced,No,No,Business,Yes,1.0
207498,78H93L7UNX,54.0,19973.0,41268.0,391.0,94.0,3.0,20.77,60.0,0.29,High School,Self-employed,Single,No,Yes,Auto,Yes,1.0
207499,C8R8MJK7IY,67.0,16353.0,207834.0,687.0,14.0,1.0,8.17,60.0,0.75,High School,Unemployed,Divorced,Yes,No,Business,Yes,1.0
207501,IH6NC9GYLZ,22.0,61025.0,86854.0,732.0,67.0,4.0,23.87,60.0,0.64,Bachelor's,Part-time,Single,No,Yes,Education,No,1.0
207502,N1OV54XM13,30.0,41259.0,231717.0,544.0,98.0,4.0,17.29,48.0,0.51,High School,Unemployed,Divorced,Yes,No,Business,No,1.0
207515,2Y6J3B94F0,26.0,93581.0,89435.0,746.0,112.0,1.0,16.93,36.0,0.57,PhD,Full-time,Single,No,Yes,Other,Yes,1.0
207516,UZE8YXJI2B,19.0,59163.0,92601.0,363.0,11.0,3.0,14.99,36.0,0.89,High School,Full-time,Single,No,No,Other,No,1.0
207517,YO2K5Q58QU,29.0,33395.0,136399.0,632.0,25.0,3.0,19.22,48.0,0.47,PhD,Self-employed,Single,No,Yes,Business,Yes,1.0
207533,VMY4XJHG6R,42.0,105845.0,22322.0,697.0,75.0,1.0,10.91,48.0,0.79,Bachelor's,Part-time,Married,No,No,Business,No,1.0
207552,XX0BABP5L5,33.0,109202.0,193730.0,376.0,83.0,3.0,18.45,48.0,0.65,Bachelor's,Part-time,Married,Yes,Yes,Other,No,1.0
207569,KACEW5G1FD,43.0,78448.0,107379.0,414.0,97.0,1.0,10.79,48.0,0.62,High School,Unemployed,Single,Yes,Yes,Home,No,1.0
207571,BXG75ZEJ5H,50.0,19572.0,177904.0,304.0,14.0,4.0,12.11,24.0,0.79,Bachelor's,Full-time,Single,No,No,Education,No,1.0
207589,2CM5KDXG34,65.0,66692.0,151528.0,390.0,32.0,4.0,16.12,48.0,0.29,Master's,Unemployed,Married,Yes,Yes,Business,No,1.0
207595,J9ZQCAELZ1,40.0,25911.0,101587.0,563.0,67.0,3.0,8.52,24.0,0.59,High School,Full-time,Divorced,Yes,Yes,Education,Yes,1.0
207600,2R6A4P8SU2,26.0,98572.0,15456.0,639.0,53.0,1.0,23.76,60.0,0.87,Bachelor's,Unemployed,Single,No,Yes,Auto,No,1.0
207601,NNBP6EZE0V,31.0,65635.0,103172.0,506.0,65.0,4.0,22.78,12.0,0.47,High School,Part-time,Married,Yes,Yes,Education,No,1.0
207619,CZYIENCDUW,24.0,57437.0,205402.0,395.0,8.0,4.0,14.42,12.0,0.35,Master's,Unemployed,Single,No,No,Home,Yes,1.0
207621,IF5DOIL04X,34.0,125601.0,234554.0,810.0,85.0,4.0,6.92,36.0,0.47,Bachelor's,Unemployed,Divorced,No,No,Home,No,1.0
207651,W1OGPH1KYD,28.0,87705.0,193641.0,605.0,0.0,1.0,23.08,60.0,0.57,Master's,Unemployed,Single,Yes,Yes,Other,Yes,1.0
207657,YDI3C4UVV8,61.0,27158.0,123088.0,659.0,16.0,1.0,16.58,48.0,0.6,Bachelor's,Full-time,Divorced,No,No,Education,No,1.0
207667,227SOSI97C,38.0,141691.0,219732.0,301.0,19.0,2.0,15.71,12.0,0.18,PhD,Unemployed,Single,Yes,Yes,Business,Yes,1.0
207668,BB4FSNFL8Q,64.0,28823.0,199788.0,826.0,0.0,3.0,14.28,12.0,0.24,Bachelor's,Self-employed,Married,Yes,Yes,Auto,No,1.0
207685,FP29ZDW5SI,31.0,105020.0,18202.0,810.0,96.0,2.0,21.47,12.0,0.37,Bachelor's,Unemployed,Single,Yes,Yes,Home,No,1.0
207687,YTDCH14IMI,37.0,120984.0,162689.0,360.0,5.0,3.0,18.21,12.0,0.62,PhD,Part-time,Divorced,No,Yes,Business,No,1.0
207705,ZFFWYEJ2WT,29.0,145311.0,241861.0,319.0,62.0,1.0,20.56,12.0,0.5,Bachelor's,Part-time,Married,No,Yes,Auto,Yes,1.0
207711,LWR9OT9RJP,18.0,55297.0,151933.0,533.0,74.0,2.0,10.41,48.0,0.45,Master's,Part-time,Single,No,Yes,Home,No,1.0
207715,K1YWIKY23M,22.0,34848.0,24243.0,357.0,10.0,2.0,4.28,12.0,0.11,Bachelor's,Unemployed,Single,Yes,No,Business,No,1.0
207729,7ESTPO492B,24.0,92792.0,232733.0,691.0,17.0,3.0,19.61,12.0,0.43,Master's,Self-employed,Divorced,Yes,No,Auto,No,1.0
207738,WELNB0KBIH,23.0,49308.0,128109.0,356.0,38.0,1.0,19.28,24.0,0.44,Bachelor's,Full-time,Married,Yes,No,Education,No,1.0
207757,TMMKS8YLJZ,25.0,141780.0,191125.0,520.0,78.0,3.0,16.81,12.0,0.51,PhD,Unemployed,Divorced,No,No,Other,No,1.0
207758,SX5NVZ176S,28.0,75295.0,237930.0,308.0,14.0,3.0,12.61,24.0,0.39,High School,Unemployed,Divorced,No,No,Home,No,1.0
207762,1JZIQ39BQZ,30.0,120700.0,86693.0,310.0,9.0,1.0,22.35,48.0,0.84,PhD,Unemployed,Divorced,No,No,Education,No,1.0
207773,1HMH6XBZ3R,48.0,38997.0,100530.0,505.0,17.0,2.0,4.84,60.0,0.59,Master's,Self-employed,Divorced,No,Yes,Business,No,1.0
207784,ZH6C82X2OA,34.0,131855.0,134147.0,448.0,34.0,4.0,16.31,12.0,0.62,Bachelor's,Self-employed,Divorced,Yes,Yes,Other,No,1.0
207786,14DD09TD0Z,37.0,118820.0,134194.0,400.0,37.0,2.0,18.05,12.0,0.56,High School,Unemployed,Single,No,No,Business,No,1.0
207789,M70WEIXEOH,26.0,128447.0,218169.0,745.0,115.0,4.0,21.59,60.0,0.29,High School,Self-employed,Married,No,No,Auto,No,1.0
207796,FB6GJACVC6,20.0,142334.0,50715.0,468.0,27.0,2.0,20.45,12.0,0.73,Master's,Unemployed,Divorced,Yes,Yes,Auto,No,1.0
207802,OZ4PIMPJP4,39.0,90805.0,130765.0,404.0,7.0,3.0,11.04,60.0,0.88,Bachelor's,Unemployed,Divorced,Yes,No,Education,Yes,1.0
207815,CQMDDULAE0,56.0,56360.0,25782.0,362.0,65.0,3.0,23.88,36.0,0.23,Bachelor's,Self-employed,Married,Yes,No,Auto,No,1.0
207830,FT2563BBCH,19.0,24408.0,160283.0,751.0,57.0,2.0,10.22,48.0,0.45,Bachelor's,Self-employed,Single,No,Yes,Business,No,1.0
207843,ZRNQMSGXLO,25.0,22201.0,123622.0,832.0,6.0,3.0,13.32,36.0,0.62,Bachelor's,Self-employed,Married,No,No,Education,Yes,1.0
207850,P8DHGWYWBZ,56.0,86383.0,53012.0,647.0,23.0,2.0,18.07,24.0,0.67,PhD,Self-employed,Divorced,No,No,Education,Yes,1.0
207861,XP48AP6FK1,42.0,80748.0,213151.0,542.0,89.0,3.0,21.39,60.0,0.27,PhD,Full-time,Married,No,Yes,Auto,Yes,1.0
207894,PC0N9GJTCH,31.0,38277.0,73062.0,687.0,12.0,1.0,16.0,24.0,0.6,Bachelor's,Self-employed,Single,No,No,Education,Yes,1.0
207896,Z2581IF8ZW,19.0,79733.0,156809.0,703.0,100.0,1.0,11.21,60.0,0.59,Bachelor's,Part-time,Single,Yes,Yes,Education,No,1.0
207901,HDCSIM5A2E,28.0,124225.0,134588.0,650.0,85.0,2.0,24.53,48.0,0.11,PhD,Self-employed,Single,Yes,No,Auto,Yes,1.0
207913,RHNEB915KR,33.0,112770.0,94618.0,692.0,48.0,4.0,18.82,36.0,0.89,Bachelor's,Unemployed,Married,Yes,Yes,Business,Yes,1.0
207932,PX1DL7WFWV,23.0,135577.0,56125.0,490.0,61.0,4.0,14.64,36.0,0.42,Bachelor's,Unemployed,Married,No,No,Auto,Yes,1.0
207933,W2D4W3K465,29.0,120694.0,50771.0,301.0,70.0,2.0,21.94,60.0,0.39,Bachelor's,Part-time,Single,No,Yes,Other,No,1.0
207934,RN2C8NNPP0,28.0,135003.0,88997.0,765.0,20.0,3.0,12.8,60.0,0.62,High School,Full-time,Divorced,Yes,No,Business,Yes,1.0
207944,3YQMLHVT24,18.0,126580.0,177043.0,637.0,63.0,3.0,21.94,60.0,0.46,PhD,Part-time,Divorced,Yes,Yes,Business,No,1.0
207955,9SF5LUQCNH,56.0,118282.0,214101.0,408.0,74.0,3.0,18.17,24.0,0.17,PhD,Unemployed,Single,No,No,Business,Yes,1.0
207973,O5XC3HUJKU,19.0,37178.0,40275.0,384.0,66.0,1.0,8.87,60.0,0.13,Master's,Full-time,Married,No,No,Auto,Yes,1.0
207977,LXNKDSCMZC,35.0,22242.0,206846.0,469.0,118.0,1.0,13.43,12.0,0.24,High School,Self-employed,Married,Yes,Yes,Home,Yes,1.0
207987,7G3SNFYISI,32.0,122299.0,111094.0,637.0,108.0,2.0,17.44,36.0,0.45,Master's,Part-time,Divorced,No,No,Auto,No,1.0
207996,B5KNKKCMD0,26.0,121260.0,217928.0,486.0,60.0,3.0,17.45,60.0,0.16,High School,Unemployed,Divorced,Yes,Yes,Other,No,1.0
208003,9726V60FD5,48.0,52169.0,151285.0,398.0,42.0,1.0,13.9,24.0,0.66,PhD,Unemployed,Married,Yes,Yes,Auto,No,1.0
208018,C3JCZXR9L4,22.0,22766.0,164701.0,761.0,88.0,4.0,14.68,24.0,0.26,PhD,Unemployed,Divorced,No,No,Business,Yes,1.0
208032,UVXXBVHHNM,43.0,132728.0,48122.0,546.0,36.0,3.0,22.81,36.0,0.89,High School,Part-time,Single,No,Yes,Other,Yes,1.0
208038,U3CZ3G5CDW,45.0,145287.0,125852.0,495.0,10.0,4.0,23.4,36.0,0.72,High School,Unemployed,Divorced,No,Yes,Business,No,1.0
208047,I2N3MYB0AP,18.0,120311.0,245640.0,702.0,80.0,4.0,13.96,60.0,0.78,Master's,Full-time,Divorced,Yes,No,Home,Yes,1.0
208052,E369OH3LCM,28.0,62933.0,134676.0,322.0,7.0,1.0,16.32,36.0,0.16,High School,Unemployed,Single,Yes,No,Auto,No,1.0
208053,341V7ZBNSU,24.0,73621.0,217596.0,707.0,2.0,2.0,23.18,48.0,0.76,Master's,Part-time,Married,No,Yes,Other,No,1.0
208059,RD6JKK68IB,20.0,31334.0,157868.0,848.0,81.0,1.0,20.54,48.0,0.15,Master's,Unemployed,Married,Yes,No,Education,No,1.0
208061,35TFIMIES6,44.0,97438.0,59576.0,520.0,69.0,3.0,13.2,48.0,0.66,Bachelor's,Self-employed,Single,Yes,No,Auto,No,1.0
208086,AQ2PUEDL4G,28.0,40708.0,117971.0,459.0,81.0,4.0,17.32,12.0,0.38,Bachelor's,Self-employed,Single,No,No,Auto,No,1.0
208106,PGXMS7287X,32.0,89614.0,83637.0,606.0,7.0,3.0,17.27,60.0,0.81,Master's,Self-employed,Divorced,Yes,Yes,Education,No,1.0
208107,46TWZ1T5ET,23.0,21476.0,123360.0,718.0,44.0,2.0,2.97,24.0,0.87,PhD,Unemployed,Single,Yes,Yes,Auto,Yes,1.0
208108,7XE1G1QT6A,32.0,34027.0,77327.0,567.0,107.0,1.0,21.12,24.0,0.71,Bachelor's,Self-employed,Divorced,Yes,No,Business,Yes,1.0
208117,LOAEMR19MZ,54.0,144920.0,187844.0,773.0,72.0,4.0,3.91,36.0,0.81,PhD,Part-time,Married,No,Yes,Auto,No,1.0
208122,CQE2MO3J91,18.0,77430.0,25198.0,527.0,16.0,2.0,11.66,60.0,0.39,High School,Unemployed,Single,No,Yes,Auto,No,1.0
208142,0ZBAARATKP,44.0,115753.0,106595.0,697.0,23.0,1.0,22.93,48.0,0.8,PhD,Self-employed,Single,Yes,No,Home,No,1.0
208159,KR5OIAM3R3,68.0,62826.0,201700.0,432.0,16.0,4.0,20.88,24.0,0.33,PhD,Self-employed,Single,Yes,Yes,Education,Yes,1.0
208163,1F5WCWKEID,53.0,77889.0,205468.0,688.0,35.0,3.0,7.81,36.0,0.12,PhD,Full-time,Divorced,No,Yes,Business,Yes,1.0
208166,K2V0N3W3ZM,30.0,67607.0,230650.0,315.0,6.0,4.0,14.2,24.0,0.88,PhD,Full-time,Divorced,No,No,Education,Yes,1.0
208169,388VQQPC1U,21.0,35330.0,34060.0,407.0,31.0,3.0,3.73,60.0,0.44,Bachelor's,Self-employed,Single,Yes,No,Home,No,1.0
208184,DZ3HQVG3BM,48.0,39139.0,220121.0,349.0,32.0,1.0,14.4,36.0,0.17,High School,Self-employed,Married,Yes,No,Auto,No,1.0
208186,3QRTO188KZ,19.0,19433.0,132298.0,842.0,38.0,4.0,23.66,24.0,0.74,Bachelor's,Part-time,Divorced,No,Yes,Education,Yes,1.0
208199,ZLP3YJ0SZ0,22.0,133827.0,162271.0,459.0,111.0,4.0,13.65,48.0,0.35,Master's,Unemployed,Divorced,No,Yes,Home,No,1.0
208203,OD44HVEZVB,26.0,28316.0,227559.0,493.0,72.0,2.0,24.93,36.0,0.27,Master's,Part-time,Married,No,Yes,Business,No,1.0
208224,2XNIHX20HB,35.0,16936.0,70001.0,458.0,38.0,1.0,5.71,48.0,0.8,Bachelor's,Unemployed,Married,No,No,Auto,No,1.0
208229,6M43OY4DWQ,22.0,122764.0,122626.0,406.0,31.0,3.0,21.9,48.0,0.88,Master's,Unemployed,Divorced,No,No,Other,No,1.0
208230,YJ66WT7QU7,25.0,19535.0,223187.0,406.0,106.0,3.0,10.49,24.0,0.19,Master's,Unemployed,Divorced,Yes,No,Education,Yes,1.0
208233,9RJ496RUG4,26.0,82814.0,185870.0,405.0,93.0,2.0,24.33,36.0,0.82,Master's,Part-time,Single,Yes,No,Other,Yes,1.0
208234,GWIBCYB80Y,44.0,16048.0,169092.0,408.0,95.0,1.0,6.83,60.0,0.68,High School,Unemployed,Single,No,Yes,Business,No,1.0
208249,6AYDMPJHR1,62.0,104179.0,37101.0,328.0,17.0,1.0,20.42,12.0,0.62,High School,Full-time,Single,Yes,No,Home,No,1.0
208254,UKRWDRA1T9,33.0,112085.0,170900.0,374.0,48.0,3.0,24.79,60.0,0.58,Master's,Full-time,Divorced,No,No,Education,No,1.0
208271,9RQ82LMOC3,60.0,18208.0,242935.0,563.0,32.0,3.0,23.78,24.0,0.79,Master's,Self-employed,Divorced,No,No,Education,Yes,1.0
208284,894F92L8XA,34.0,143025.0,244646.0,794.0,95.0,3.0,6.24,48.0,0.32,High School,Part-time,Single,No,Yes,Business,Yes,1.0
208287,HIU1X5DDQE,54.0,21948.0,198492.0,759.0,93.0,3.0,20.73,12.0,0.81,High School,Full-time,Married,No,No,Education,Yes,1.0
208291,MRJVGJN6LG,60.0,140149.0,102643.0,842.0,76.0,4.0,13.81,24.0,0.39,Bachelor's,Full-time,Married,No,No,Business,No,1.0
208337,3INYD7403L,48.0,147374.0,242000.0,714.0,81.0,2.0,21.66,12.0,0.79,Bachelor's,Self-employed,Single,Yes,No,Business,No,1.0
208347,3RTEDAO4XI,18.0,15100.0,230976.0,330.0,77.0,1.0,20.76,36.0,0.85,High School,Unemployed,Divorced,Yes,Yes,Home,No,1.0
208358,VY43USLLAA,52.0,144909.0,55645.0,733.0,11.0,3.0,20.08,12.0,0.8,Master's,Self-employed,Divorced,Yes,No,Auto,Yes,1.0
208359,FEZ6YZWJUG,32.0,113475.0,111841.0,313.0,27.0,3.0,11.26,60.0,0.62,Master's,Part-time,Divorced,No,Yes,Other,No,1.0
208360,Y2AN2NJAG2,18.0,44861.0,140271.0,557.0,7.0,3.0,12.62,60.0,0.81,Bachelor's,Full-time,Single,Yes,Yes,Business,Yes,1.0
208363,HJTHCMPIQ0,26.0,51497.0,39916.0,390.0,77.0,1.0,24.98,60.0,0.1,PhD,Full-time,Married,Yes,No,Business,Yes,1.0
208370,H0H28IY5VN,28.0,75933.0,209505.0,478.0,88.0,3.0,6.06,24.0,0.43,Bachelor's,Self-employed,Divorced,No,No,Auto,No,1.0
208371,KV47JHMZ53,57.0,31310.0,244658.0,384.0,117.0,2.0,9.15,60.0,0.58,Master's,Part-time,Single,Yes,No,Business,No,1.0
208373,NRW9TAA8EL,39.0,140339.0,27374.0,366.0,43.0,1.0,10.0,36.0,0.51,Master's,Self-employed,Divorced,No,Yes,Other,Yes,1.0
208379,NJH9G5KLPD,20.0,142138.0,19159.0,334.0,75.0,2.0,16.46,48.0,0.35,High School,Part-time,Divorced,Yes,No,Home,No,1.0
208395,3WMCD4ZCLK,18.0,50808.0,92063.0,571.0,53.0,2.0,21.34,48.0,0.85,High School,Self-employed,Single,No,Yes,Home,No,1.0
208412,WPCN1YYDC3,60.0,94088.0,5334.0,443.0,35.0,2.0,15.25,12.0,0.32,PhD,Full-time,Divorced,Yes,No,Education,No,1.0
208416,PVLW28NEGK,67.0,20244.0,190368.0,515.0,18.0,4.0,18.42,48.0,0.75,High School,Full-time,Divorced,No,No,Home,Yes,1.0
